Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000196465	MYL6B	protein_coding	7392	3264
ENSG00000196466	ZNF799	protein_coding	11256	5055
ENSG00000172497	ACOT12	protein_coding	64175	2444
ENSG00000196468	FGF16	protein_coding	3122	1106
ENSG00000196453	ZNF777	protein_coding	29761	3233
ENSG00000196455	PIK3R4	protein_coding	67895	5376
ENSG00000196456	ZNF775	protein_coding	43680	6876
ENSG00000196458	ZNF605	protein_coding	34874	7699
ENSG00000196459	TRAPPC2	protein_coding	22392	6107
ENSG00000231292	IGKV1OR2-108	IG_V_gene	514	390
ENSG00000231293	RPL36AP6	pseudogene	321	321
ENSG00000255260	CTD-3224I3.3	lincRNA	528	426
ENSG00000255261	OR7E4P	pseudogene	1013	1013
ENSG00000231290	APCDD1L-AS1	processed_transcript	104510	4940
ENSG00000196482	ESRRG	protein_coding	634510	10880
ENSG00000231291	RP11-445O3.1	lincRNA	4515	1676
ENSG00000255262	TCEB2P2	pseudogene	357	357
ENSG00000270899	IGHD3-9	IG_D_gene	31	31
ENSG00000255267	RP11-430H10.2	lincRNA	17112	2597
ENSG00000255268	RP11-707M1.9	pseudogene	1886	604
ENSG00000231298	LINC00704	lincRNA	27970	1920
ENSG00000255269	RP11-702F3.4	lincRNA	2038	536
ENSG00000039600	SOX30	protein_coding	45802	3471
ENSG00000231299	RP11-419M24.6	pseudogene	180	180
ENSG00000231296	RP1-39G22.4	pseudogene	313	313
ENSG00000231297	SNORD45	lincRNA	13609	1035
ENSG00000231294	AC006994.2	antisense	58866	506
ENSG00000255265	TMA16P1	pseudogene	618	618
ENSG00000231295	RP4-797C5.2	antisense	5777	547
ENSG00000255266	RP11-734C14.2	pseudogene	250	250
ENSG00000255250	CTD-2005H7.2	lincRNA	37911	503
ENSG00000196470	SIAH1	protein_coding	92039	6725
ENSG00000255251	PRR23D1	protein_coding	2823	1587
ENSG00000196472	RP13-644M16.4	pseudogene	713	713
ENSG00000196475	GK2	protein_coding	1865	1865
ENSG00000269897	COMMD3-BMI1	protein_coding	13155	1904
ENSG00000196476	C20orf96	protein_coding	19887	1921
ENSG00000269898	RP11-568J23.4	antisense	939	498
ENSG00000269899	RP11-589N15.2	sense_intronic	238	238
ENSG00000269893	SNHG8	lincRNA	1115	923
ENSG00000269894	RP11-1020A11.1	sense_intronic	553	553
ENSG00000269895	AP000654.4	lincRNA	4548	1192
ENSG00000269896	RP4-740C4.6	processed_transcript	2407	2407
ENSG00000269890	RP5-1139B12.2	antisense	3955	3955
ENSG00000269891	ARHGAP19-SLIT1	protein_coding	294619	11396
ENSG00000269892	RP4-761J14.10	lincRNA	657	657
ENSG00000255256	RP5-916O11.2	sense_intronic	16580	494
ENSG00000255257	AC025016.1	lincRNA	6234	573
ENSG00000255258	RP11-448P19.1	lincRNA	26706	975
ENSG00000255259	ZNF123P	pseudogene	1196	1196
ENSG00000255252	RP1-65P5.3	antisense	7949	150
ENSG00000255253	RP11-303G3.9	pseudogene	175	175
ENSG00000255254	HIGD1AP5	pseudogene	259	259
ENSG00000255255	PPP1R1AP1	pseudogene	425	425
ENSG00000255281	RP11-460B17.1	pseudogene	2320	1673
ENSG00000255282	WTAPP1	pseudogene	89799	3331
ENSG00000255283	RP11-72M10.4	pseudogene	6077	917
ENSG00000255284	AP006621.5	protein_coding	6720	1059
ENSG00000270879	RP11-210K20.4	pseudogene	286	286
ENSG00000270877	IGHVIII-5-2	IG_V_pseudogene	261	261
ENSG00000255280	CTD-2530H12.5	pseudogene	290	290
ENSG00000270878	CTD-2302E22.5	pseudogene	1261	1261
ENSG00000040608	RTN4R	protein_coding	41832	3339
ENSG00000255289	RP11-91I20.1	lincRNA	3711	529
ENSG00000270886	GP6	protein_coding	24560	2703
ENSG00000270884	NLRP7	protein_coding	42804	3914
ENSG00000270885	RASL10B	protein_coding	11873	3502
ENSG00000255285	RP11-358N4.5	pseudogene	322	322
ENSG00000270882	HIST1H4A	protein_coding	396	396
ENSG00000270883	RP11-461L13.5	lincRNA	463	463
ENSG00000255286	RP11-708L7.7	pseudogene	1254	353
ENSG00000270880	RP11-255E6.5	pseudogene	619	619
ENSG00000255287	SNRPGP16	pseudogene	226	226
ENSG00000255288	RP4-562D20.2	pseudogene	144	144
ENSG00000270881	IGHV3-66	IG_V_gene	528	427
ENSG00000255270	NAV2-IT1	sense_intronic	4531	506
ENSG00000255271	RP4-594L9.2	lincRNA	24911	389
ENSG00000255272	RP11-646J21.6	antisense	3308	486
ENSG00000255273	AF238378.7	pseudogene	358	358
ENSG00000270888	IGHD2-15	IG_D_gene	31	31
ENSG00000270889	RP11-609L3.1	pseudogene	421	421
ENSG00000196497	IPO4	protein_coding	8746	5007
ENSG00000196498	NCOR2	protein_coding	243175	13975
ENSG00000270890	RP3-468K18.6	pseudogene	628	628
ENSG00000270897	RP11-179A10.3	pseudogene	307	307
ENSG00000270898	ASB3	protein_coding	189868	2340
ENSG00000255279	RP11-375D13.4	lincRNA	20078	1160
ENSG00000270895	IGHG2	IG_C_gene	1739	1132
ENSG00000270896	XXbac-BPG170G13.31	pseudogene	135	135
ENSG00000270893	RP11-311B14.1	pseudogene	797	797
ENSG00000255274	TMPRSS4-AS1	antisense	71022	453
ENSG00000255275	RP13-279N23.2	protein_coding	71849	4369
ENSG00000270894	AC015849.13	sense_overlapping	5315	421
ENSG00000270891	RP11-499P1.1	pseudogene	477	477
ENSG00000255276	RRM1-AS1	antisense	1142	346
ENSG00000270892	AC006077.4	pseudogene	343	343
ENSG00000255277	ABCC6P2	pseudogene	3915	1088
ENSG00000206292	HLA-DOA	protein_coding	5435	4012
ENSG00000270859	RP11-435I3.1	pseudogene	437	437
ENSG00000206290	COL11A2	protein_coding	29818	6743
ENSG00000206291	HLA-DPA1	protein_coding	16213	5748
ENSG00000270857	RP11-757G14.3	pseudogene	437	437
ENSG00000269868	RP11-552J9.14	pseudogene	207	207
ENSG00000270858	VDAC1P5	pseudogene	844	844
ENSG00000270855	RP11-863N1.4	pseudogene	466	466
ENSG00000270856	RP11-429G17.2	pseudogene	183	183
ENSG00000269864	RP5-1189K21.2	pseudogene	764	764
ENSG00000269865	XX-FW83128A1.2	antisense	1078	341
ENSG00000269866	FKSG63	protein_coding	381	381
ENSG00000206298	PSMB8	protein_coding	3987	2006
ENSG00000269867	CTD-2583A14.8	sense_intronic	1135	679
ENSG00000206299	TAP2	protein_coding	16949	6385
ENSG00000064601	CTSA	protein_coding	8677	5856
ENSG00000206296	TAPSAR1	processed_transcript	2410	1951
ENSG00000269860	RP13-228J13.10	pseudogene	244	244
ENSG00000269861	HIST2H2BD	pseudogene	493	493
ENSG00000206297	TAP1	protein_coding	8770	4578
ENSG00000269862	RP11-654A16.3	antisense	151676	588
ENSG00000040633	PHF23	protein_coding	4695	2783
ENSG00000269863	SHANK2-AS2	antisense	1398	356
ENSG00000255227	RP11-460B17.2	lincRNA	11907	563
ENSG00000255229	RP11-304M2.3	antisense	56858	589
ENSG00000231258	ZSWIM5P2	pseudogene	7423	2038
ENSG00000231259	AC125232.1	pseudogene	45737	2277
ENSG00000255223	OR5M11	protein_coding	1012	1012
ENSG00000270864	IGHV3OR16-6	IG_V_pseudogene	463	360
ENSG00000231256	C17orf105	protein_coding	7178	3753
ENSG00000270865	KB-1836B5.3	pseudogene	304	304
ENSG00000255224	CTD-3065J16.9	antisense	1264	1264
ENSG00000231257	ATAT1	protein_coding	19984	4035
ENSG00000231254	PCED1CP	pseudogene	785	785
ENSG00000255225	OR8B6P	pseudogene	880	880
ENSG00000231255	AC005009.1	antisense	942	269
ENSG00000255226	CTD-2210P24.3	antisense	1049	597
ENSG00000270863	RP11-434C1.3	pseudogene	1414	1414
ENSG00000231252	RP11-436K8.1	lincRNA	165954	2344
ENSG00000270860	RNVU1-17	snRNA	164	164
ENSG00000270861	KB-1589B1.4	pseudogene	233	233
ENSG00000255220	DDX18P5	pseudogene	1306	1306
ENSG00000231253	RP1-302D9.2	lincRNA	7766	550
ENSG00000015676	NUDCD3	protein_coding	111760	10113
ENSG00000255221	CARD17	protein_coding	8963	466
ENSG00000231251	RP3-357I16.1	pseudogene	93	93
ENSG00000255222	SETP17	pseudogene	817	817
ENSG00000196391	ZNF774	protein_coding	13848	5457
ENSG00000206281	TAPBP	protein_coding	14700	4999
ENSG00000206282	RGL2	protein_coding	7743	4616
ENSG00000206280	ZBTB22	protein_coding	3538	2728
ENSG00000196395	RP13-77O11.11	pseudogene	5002	363
ENSG00000270868	RP11-864G5.7	pseudogene	160	160
ENSG00000196396	PTPN1	protein_coding	74409	3529
ENSG00000269858	EGLN2	protein_coding	9438	6577
ENSG00000270869	RP11-2E11.9	antisense	623	623
ENSG00000270866	RP11-706J10.2	lincRNA	1094	1094
ENSG00000269859	CTD-2537I9.16	antisense	500	500
ENSG00000270867	AC243772.1	miRNA	92	92
ENSG00000206289	RXRB	protein_coding	7102	3921
ENSG00000269853	SPANXB1	protein_coding	1116	469
ENSG00000269854	Y_RNA	misc_RNA	102	102
ENSG00000269855	AC012313.1	protein_coding	951	951
ENSG00000206287	RING1	protein_coding	4228	1818
ENSG00000206288	SLC39A7	protein_coding	3995	2845
ENSG00000269856	LA16c-4G1.3	lincRNA	1080	586
ENSG00000206285	B3GALT4	protein_coding	1686	1686
ENSG00000206286	VPS52	protein_coding	21793	4503
ENSG00000206283	PFDN6	protein_coding	9097	2952
ENSG00000269851	U47924.27	lincRNA	1202	350
ENSG00000206284	WDR46	protein_coding	10424	3115
ENSG00000064607	SUGP2	protein_coding	43136	7744
ENSG00000255216	RP11-831A10.1	lincRNA	3555	562
ENSG00000255217	OR5J7P	pseudogene	422	422
ENSG00000255218	OR5BC1P	pseudogene	739	739
ENSG00000255219	RP11-716H6.2	antisense	12830	571
ENSG00000231267	PPIAL4E	pseudogene	785	785
ENSG00000255213	NPM1P35	pseudogene	868	868
ENSG00000270876	CTC-523E23.8	lincRNA	3514	625
ENSG00000231268	AGER	protein_coding	3357	2077
ENSG00000255214	RP11-163O19.10	pseudogene	2242	529
ENSG00000231265	TRERNA1	lincRNA	789	462
ENSG00000270873	IGHVIII-13-1	IG_V_pseudogene	291	291
ENSG00000231266	AC010745.3	lincRNA	1168	415
ENSG00000270874	RP11-420K10.1	pseudogene	1541	1168
ENSG00000255215	OR4R1P	pseudogene	463	463
ENSG00000270871	AC015849.19	antisense	13577	488
ENSG00000231264	RP11-73B2.7	pseudogene	605	605
ENSG00000270872	SRGAP2D	protein_coding	93720	1477
ENSG00000255210	RP11-344L21.1	pseudogene	633	633
ENSG00000231261	HMGN2P10	pseudogene	265	265
ENSG00000196390	CTD-2503O16.3	pseudogene	687	687
ENSG00000255211	RP11-1195F20.7	pseudogene	1201	1201
ENSG00000270870	GS1-531I17.2	pseudogene	482	482
ENSG00000270839	CTC-571O20.1	pseudogene	598	598
ENSG00000231270	RP13-347D8.1	pseudogene	982	905
ENSG00000231271	AP000350.8	pseudogene	4125	289
ENSG00000270837	HNRNPDLP4	pseudogene	301	301
ENSG00000255240	RP11-142C4.6	antisense	125017	3698
ENSG00000270838	RP5-1004I9.2	pseudogene	238	238
ENSG00000270835	AP001425.14	pseudogene	1063	1063
ENSG00000270836	EPS8L1	protein_coding	15904	5341
ENSG00000270834	RNVU1-10	snRNA	164	164
ENSG00000269886	RP11-266J6.2	antisense	336	336
ENSG00000269887	RP11-477H21.2	sense_intronic	715	715
ENSG00000206279	DAXX	protein_coding	10712	3663
ENSG00000269888	RP11-3P17.5	lincRNA	502	248
ENSG00000269889	RP11-816J6.3	antisense	2395	843
ENSG00000269882	C1S	protein_coding	82774	6389
ENSG00000269883	AC007375.1	protein_coding	2314	2314
ENSG00000269884	BRCC3	protein_coding	51655	3182
ENSG00000269885	VN1R79P	pseudogene	513	513
ENSG00000269880	CTD-2557P19.4	pseudogene	197	197
ENSG00000269881	ITFG3	protein_coding	20397	2242
ENSG00000231278	OR9S24P	pseudogene	930	403
ENSG00000270842	RP11-57B24.2	pseudogene	641	360
ENSG00000255245	FXYD6-FXYD2	protein_coding	56505	670
ENSG00000255246	RP11-179A16.2	lincRNA	39677	740
ENSG00000231279	OR2B4P	pseudogene	943	943
ENSG00000231276	E2F4P1	pseudogene	1133	1133
ENSG00000255247	CTD-2523D13.1	lincRNA	4006	559
ENSG00000270840	RNVU1-6	snRNA	164	164
ENSG00000255248	RP11-166D19.1	sense_overlapping	87969	7117
ENSG00000270841	IGHV3-57	IG_V_pseudogene	280	280
ENSG00000255241	RP11-164N3.3	antisense	17245	252
ENSG00000231274	SBK3	protein_coding	4887	1519
ENSG00000255242	C14orf169	processed_transcript	2428	2428
ENSG00000231275	HNRNPA1P2	pseudogene	960	960
ENSG00000231272	RP4-799P18.4	sense_intronic	12760	452
ENSG00000255243	CTD-2507G9.1	lincRNA	19225	510
ENSG00000231273	RP11-343D24.2	lincRNA	751	315
ENSG00000255244	RP11-583F24.8	antisense	4737	707
ENSG00000231281	HCG27	processed_transcript	6205	1804
ENSG00000206260	PRR23A	protein_coding	2307	2307
ENSG00000270848	AC245052.1	protein_coding	6896	2264
ENSG00000231280	SALL4P6	pseudogene	1691	1691
ENSG00000270849	CHCHD2P3	pseudogene	451	451
ENSG00000270846	RP11-674I16.1	pseudogene	1080	1080
ENSG00000269879	AL353583.1	protein_coding	360	360
ENSG00000039650	PNKP	protein_coding	6706	3531
ENSG00000270844	hsa-mir-4538	miRNA	78	78
ENSG00000269875	FTSJ1	protein_coding	10212	2740
ENSG00000269876	CYCSP44	pseudogene	313	313
ENSG00000206268	NELFE	protein_coding	7001	2701
ENSG00000269877	MIR371B	lincRNA	573	446
ENSG00000269878	PHKA1-AS1	antisense	23399	598
ENSG00000269871	AC040977.1	protein_coding	1828	522
ENSG00000269873	CTD-2587H19.3	lincRNA	337	337
ENSG00000206262	C3orf72	protein_coding	6218	4567
ENSG00000269874	snoU13	snoRNA	104	104
ENSG00000269870	PPP1R3F	protein_coding	31608	4162
ENSG00000255238	RFPL4AP1	pseudogene	1348	850
ENSG00000255239	AP002954.6	pseudogene	2562	465
ENSG00000231289	RP11-782C8.6	pseudogene	1051	1051
ENSG00000255234	RP11-727A23.10	antisense	137389	2845
ENSG00000255235	RP11-313I2.8	pseudogene	2287	284
ENSG00000255236	CTD-2655K5.1	antisense	8466	776
ENSG00000231287	HCG4B	pseudogene	991	991
ENSG00000270851	AF146191.8	pseudogene	706	706
ENSG00000255237	RP13-317D12.3	antisense	970	664
ENSG00000270852	RP11-355I22.8	pseudogene	1603	1066
ENSG00000231288	RPL32P1	pseudogene	410	410
ENSG00000255230	RP5-901A4.5	pseudogene	355	355
ENSG00000270850	RP11-395N6.4	pseudogene	341	341
ENSG00000255231	MRPS36P4	pseudogene	298	298
ENSG00000231286	HLA-DQB1	protein_coding	9049	5114
ENSG00000231283	RP11-472D17.6	pseudogene	661	186
ENSG00000255232	RP11-438N5.4	pseudogene	262	262
ENSG00000255233	RP11-755E23.3	lincRNA	1036	400
ENSG00000270818	RP11-498M14.1	pseudogene	1410	1410
ENSG00000270815	RP11-56O18.1	pseudogene	187	187
ENSG00000270816	AC244452.1	protein_coding	6750	1555
ENSG00000270813	NANOGNBP3	pseudogene	565	565
ENSG00000245857	GS1-24F4.2	lincRNA	49723	1433
ENSG00000269824	AL022578.1	protein_coding	841	841
ENSG00000270814	TMEM261P1	pseudogene	340	340
ENSG00000269825	CTD-3099C6.9	sense_intronic	2848	2848
ENSG00000270811	RP11-393K12.4	pseudogene	117	117
ENSG00000269826	RP11-158I3.3	lincRNA	2225	901
ENSG00000270812	CTA-326K9.1	pseudogene	883	883
ENSG00000269820	SAGE1	protein_coding	23846	3092
ENSG00000269821	KCNQ1OT1	antisense	91667	91667
ENSG00000269822	LL0XNC01-116E7.1	pseudogene	1048	1048
ENSG00000269823	AL513523.1	protein_coding	1709	1186
ENSG00000025039	RRAGD	protein_coding	47635	5072
ENSG00000270819	IGHV7-27	IG_V_pseudogene	414	330
ENSG00000221890	NPTXR	protein_coding	25531	5784
ENSG00000221891	FAM218BP	pseudogene	458	458
ENSG00000231219	RP11-219C24.8	pseudogene	2089	1068
ENSG00000231216	GS1-600G8.3	antisense	9282	2249
ENSG00000231217	RP11-1M18.1	lincRNA	53680	517
ENSG00000270820	RP11-355B11.2	antisense	12943	1963
ENSG00000231212	RP11-111F5.3	lincRNA	1596	787
ENSG00000231213	PLSCR5	protein_coding	29662	2140
ENSG00000231210	AC006159.3	lincRNA	43861	941
ENSG00000231211	RPL17P49	pseudogene	411	411
ENSG00000270828	RP3-466P17.2	lincRNA	263	263
ENSG00000269817	TCP11X3P	pseudogene	11922	1254
ENSG00000269818	CTD-2332E11.2	lincRNA	3831	628
ENSG00000270829	AC015849.12	lincRNA	409	409
ENSG00000270826	RP1-60G11.1	pseudogene	474	474
ENSG00000269819	EIF4A2P4	pseudogene	1196	1196
ENSG00000270827	HIST2H3C	protein_coding	1656	1656
ENSG00000270824	IGHD5OR15-5B	IG_D_gene	23	23
ENSG00000269813	CTD-3193O13.14	antisense	890	528
ENSG00000245869	RP11-158I9.5	antisense	1902	1646
ENSG00000269814	CTC-273B12.10	lincRNA	454	454
ENSG00000270825	AC012314.3	protein_coding	11419	897
ENSG00000270822	RP11-730B22.1	pseudogene	165	165
ENSG00000269815	CTD-2278I10.4	sense_intronic	500	500
ENSG00000064651	SLC12A2	protein_coding	105923	10664
ENSG00000270823	hsa-mir-335	antisense	2634	2634
ENSG00000269816	KDM5C	protein_coding	34102	8727
ENSG00000245864	CTC-467M3.1	antisense	46613	463
ENSG00000064652	SNX24	protein_coding	185916	3550
ENSG00000269810	AC015660.1	protein_coding	132	132
ENSG00000269811	SCGB2B3P	pseudogene	409	409
ENSG00000064655	EYA2	protein_coding	294230	3618
ENSG00000231227	RP11-85O21.4	sense_overlapping	585	460
ENSG00000231228	CTD-2593A12.4	pseudogene	369	369
ENSG00000231225	MICA	protein_coding	16456	3833
ENSG00000231226	TRIM31-AS1	antisense	9485	549
ENSG00000270831	NF1P1	pseudogene	18973	2645
ENSG00000270832	RP1-168P16.3	pseudogene	568	568
ENSG00000231221	AC023672.2	lincRNA	3556	388
ENSG00000270830	RP11-317O24.3	pseudogene	136	136
ENSG00000231222	ARF4P4	pseudogene	520	520
ENSG00000269846	RBL1	protein_coding	1394	1394
ENSG00000269848	RP11-1281K21.9	pseudogene	156	156
ENSG00000269849	MAMLD1	protein_coding	152757	5958
ENSG00000269842	MIR519A2	lincRNA	2239	2239
ENSG00000269843	CTC-490E21.10	lincRNA	5990	482
ENSG00000269844	RP6-29D12.2	pseudogene	520	520
ENSG00000269845	RP11-420K14.6	pseudogene	2692	2692
ENSG00000269840	PAGE1	protein_coding	8544	665
ENSG00000245870	LINC00682	lincRNA	6131	2283
ENSG00000255209	RP11-258O13.1	lincRNA	7334	834
ENSG00000255205	MED28P5	pseudogene	438	438
ENSG00000231238	LINC00349	lincRNA	10201	841
ENSG00000255206	RP11-403D15.2	antisense	12878	774
ENSG00000255207	RP1-305G21.1	pseudogene	298	298
ENSG00000231236	AP001604.3	lincRNA	89695	2603
ENSG00000231237	OR6K1P	pseudogene	971	971
ENSG00000255208	RP11-794P6.3	antisense	1444	521
ENSG00000231234	SKP1P1	pseudogene	489	489
ENSG00000255201	RP11-350N15.4	antisense	4208	534
ENSG00000231235	RP11-75A9.1	pseudogene	1630	1630
ENSG00000255202	RP4-541C22.5	antisense	31482	648
ENSG00000231232	RP11-548K12.1	pseudogene	358	358
ENSG00000255203	OR7E2P	pseudogene	889	889
ENSG00000231233	CCDC147-AS1	antisense	1985	795
ENSG00000255204	RP11-738O11.9	pseudogene	17312	901
ENSG00000231231	AP001422.3	lincRNA	9787	859
ENSG00000255200	AP003068.18	pseudogene	2354	2354
ENSG00000269839	CTD-3233P19.7	pseudogene	20144	313
ENSG00000270806	C17orf50	protein_coding	4183	1063
ENSG00000270807	RP13-359K18.1	pseudogene	365	365
ENSG00000270804	CTD-2583A14.11	pseudogene	950	936
ENSG00000270805	IGHD4-23	IG_D_gene	19	19
ENSG00000270802	AC005776.1	pseudogene	290	290
ENSG00000269836	CTD-3032J10.4	antisense	966	125
ENSG00000270803	CTD-2522E6.4	pseudogene	1562	1248
ENSG00000270800	RPS10-NUDT3	protein_coding	137279	876
ENSG00000245888	CTD-3203P2.2	protein_coding	22288	3313
ENSG00000269837	RP11-15H20.5	pseudogene	2887	2887
ENSG00000269838	SPANXD	protein_coding	1329	682
ENSG00000269831	AL669831.1	protein_coding	606	129
ENSG00000269832	AL627171.2	protein_coding	1266	1266
ENSG00000269833	RP13-210D15.6	pseudogene	556	556
ENSG00000269834	CTD-3018O17.3	processed_transcript	8925	4160
ENSG00000270808	RP11-574K11.27	pseudogene	286	286
ENSG00000270809	CHCHD2P11	pseudogene	457	457
ENSG00000269830	GPR162	protein_coding	8426	3295
ENSG00000231249	ITPR1-AS1	antisense	2273	858
ENSG00000231247	PPP1R18	protein_coding	11507	4599
ENSG00000231248	RP11-160N1.9	lincRNA	11808	718
ENSG00000231245	C1DP1	pseudogene	402	402
ENSG00000231246	RP5-965F6.2	lincRNA	183295	547
ENSG00000270810	RP11-274B21.8	lincRNA	585	585
ENSG00000231243	RP11-134J21.1	antisense	1401	408
ENSG00000231244	PSMC1P3	pseudogene	1318	1318
ENSG00000231241	RPS3AP3	pseudogene	242	242
ENSG00000231242	RP11-87H9.3	lincRNA	26258	2033
ENSG00000231240	KLF2P1	pseudogene	1465	1042
ENSG00000245812	RP11-175K6.1	lincRNA	16996	3214
ENSG00000064687	ABCA7	protein_coding	25470	8365
ENSG00000221852	KRTAP1-5	protein_coding	1177	1177
ENSG00000221855	TAS2R41	protein_coding	924	924
ENSG00000221857	CTD-2527I21.4	processed_transcript	12512	735
ENSG00000221858	OR2A12	protein_coding	1046	1046
ENSG00000221859	KRTAP10-10	protein_coding	1098	1098
ENSG00000064692	SNCAIP	protein_coding	152866	7325
ENSG00000206208	TAPBP	protein_coding	14692	4992
ENSG00000206206	DAXX	protein_coding	10711	3664
ENSG00000206203	TSSK2	protein_coding	1814	1814
ENSG00000221864	KRTAP12-2	protein_coding	739	739
ENSG00000221866	PLXNA4	protein_coding	525357	16372
ENSG00000221867	MAGEA3	protein_coding	3589	2216
ENSG00000221869	CEBPD	protein_coding	2178	2178
ENSG00000269806	CTD-3001H11.1	antisense	10697	547
ENSG00000269807	AC007292.4	antisense	6814	357
ENSG00000269808	AC010327.2	protein_coding	3061	3061
ENSG00000269802	CTB-180A7.3	antisense	18389	559
ENSG00000269803	RP5-1000K24.2	pseudogene	54150	2433
ENSG00000269804	AL353354.2	protein_coding	350	350
ENSG00000269805	XAGE1A	protein_coding	5145	1079
ENSG00000245832	RP11-179A16.1	lincRNA	838232	1840
ENSG00000269800	PLEKHA3P1	pseudogene	947	894
ENSG00000064666	CNN2	protein_coding	12771	3928
ENSG00000269801	ARMCX1	protein_coding	4170	2141
ENSG00000221870	TMEM257	protein_coding	2441	2441
ENSG00000221874	ZNF321P	protein_coding	34349	1252
ENSG00000221878	PSG7	polymorphic_pseudogene	13045	4793
ENSG00000221879	MRPS21P3	pseudogene	262	262
ENSG00000245848	CEBPA	protein_coding	2631	2631
ENSG00000245849	RAD51-AS1	processed_transcript	8384	1696
ENSG00000147481	SNTG1	protein_coding	884330	5085
ENSG00000231209	GLUD1P6	pseudogene	6146	255
ENSG00000231207	RP1-144C9.2	pseudogene	678	355
ENSG00000221880	KRTAP1-3	protein_coding	966	966
ENSG00000231208	RP4-583P15.11	antisense	8446	533
ENSG00000221882	OR3A2	protein_coding	1076	1076
ENSG00000231205	ZNF826P	pseudogene	156698	6926
ENSG00000221883	ARIH2OS	protein_coding	1598	1598
ENSG00000231206	HNRNPA1P25	pseudogene	937	937
ENSG00000050030	KIAA2022	protein_coding	192599	11719
ENSG00000231203	KRT8P10	pseudogene	1447	1447
ENSG00000231204	AC011752.1	lincRNA	243654	1076
ENSG00000221886	C5orf54	protein_coding	6950	2925
ENSG00000231201	AF127577.11	antisense	21385	824
ENSG00000231202	TRGVB	TR_V_pseudogene	471	471
ENSG00000147488	ST18	protein_coding	350121	14396
ENSG00000221887	HMSD	protein_coding	32474	1498
ENSG00000221888	OR1C1	protein_coding	1307	1307
ENSG00000147485	PXDNL	protein_coding	489868	5238
ENSG00000231200	AC068490.2	lincRNA	597770	636
ENSG00000221806	RNU6ATAC34P	snRNA	121	121
ENSG00000221807	AC069227.1	miRNA	92	92
ENSG00000221808	MIR1256	miRNA	119	119
ENSG00000221809	AC074051.1	miRNA	149	149
ENSG00000074047	GLI2	protein_coding	257031	7341
ENSG00000147471	PROSC	protein_coding	17173	3426
ENSG00000206256	PPT2	protein_coding	12772	3220
ENSG00000206258	TNXB	protein_coding	76443	15205
ENSG00000049089	COL9A2	protein_coding	17330	4151
ENSG00000221810	AC026781.1	miRNA	82	82
ENSG00000147475	ERLIN2	protein_coding	22503	9464
ENSG00000221813	OR6B1	protein_coding	1047	1047
ENSG00000221817	RP11-137L10.6	processed_transcript	24546	5438
ENSG00000221818	EBF2	protein_coding	203668	7077
ENSG00000221819	C16orf3	protein_coding	994	994
ENSG00000206245	C6orf10	protein_coding	91851	2940
ENSG00000074054	CLASP1	protein_coding	311812	11099
